entity_id,entity_type,n_obs,confidence,hour_mean,hour_std,duration_mean,duration_std,top_resources,current_device_fingerprint,last_updated
use_e9039b3d,user,101,1.0,19.69,1.6,118.94,46.18,"/api/v1/inventory:0.30, /api/v1/billing:0.26, port:443:0.25, file://share/hr:0.19, /api/v1/auth:0.00",Ubuntu 22.04|24:46:7c:ab:7d:70|TLS1.3,2026-07-15 21:38:06.743134
use_a616ed18,user,134,1.0,18.02,0.66,117.56,55.61,"file://share/hr:0.17, /api/v1/logs:0.16, device_fn:firmware_update:0.14, /api/v1/payments:0.13, file://share/finance:0.12",FirmwareOS 3.2|04:4d:98:2c:77:fe|TLS1.3,2026-07-15 18:49:25.604439
use_6e9caecf,user,67,1.0,19.72,1.13,87.71,31.89,"/api/v1/auth:0.25, device_fn:read_sensor:0.19, /api/v1/customers:0.18, device_fn:firmware_update:0.17, /api/v1/admin:0.11",FirmwareOS 3.2|f1:7c:10:31:bc:de|TLS1.3,2026-07-14 20:15:27.185693
ser_053b62a4,service_account,113,1.0,18.34,1.29,156.44,94.5,"/api/v1/analytics:0.42, device_fn:reboot:0.24, /api/v1/customers:0.21, device_fn:read_sensor:0.13",FirmwareOS 3.2|3c:9b:4b:a8:ef:d4|TLS1.3,2026-07-15 16:42:51.005761
use_2ad3a4c7,user,127,1.0,18.11,2.01,157.72,117.32,"/api/v1/auth:0.28, /api/v1/payments:0.16, file://share/legal:0.15, port:443:0.12, /api/v1/admin:0.11",iOS 17|12:1e:98:91:8e:28|TLS1.3,2026-07-15 19:02:35.570631
edg_49812f87,edge_device,450,1.0,22.27,2.26,115.9,26.23,"device_fn:firmware_update:0.20, /api/v1/logs:0.19, device_fn:reboot:0.18, port:3389:0.13, file://share/hr:0.10",FirmwareOS 3.2|cb:fa:5a:20:9d:c8|MQTT,2026-07-15 23:58:48.000000
ser_95dae1f0,service_account,41,1.0,20.44,5.63,248.15,142.04,"/api/v1/orders:0.49, port:1883:0.20, /api/v1/billing:0.19, /api/v1/auth:0.07, file://share/public:0.05",Android 14|a6:b8:14:d7:52:01|TLS1.3,2026-07-14 23:58:48.000000
ser_75dfe491,service_account,147,1.0,18.93,2.51,69.4,18.67,"/api/v1/analytics:0.49, file://share/exec:0.27, /api/v1/billing:0.21, port:443:0.03, /api/v1/auth:0.00",Windows 11|57:b4:14:d6:e7:90|TLS1.3,2026-07-15 21:55:10.272833
use_4f27c303,user,41,1.0,18.47,1.37,14.91,8.78,"/api/v1/auth:0.37, /api/v1/config:0.29, file://share/public:0.13, /api/v1/payments:0.10, file://share/hr:0.05",iOS 17|fd:b2:89:fc:cc:75|TLS1.3,2026-07-11 18:53:20.703224
ser_cb4c58ab,service_account,33,1.0,18.17,1.7,18.94,14.7,"port:502:0.29, file://share/engineering:0.25, /api/v1/auth:0.13, file://share/public:0.13, port:22:0.11",Ubuntu 22.04|94:34:40:dc:e0:c3|TLS1.3,2026-07-13 17:26:53.491710
ser_36fdfb47,service_account,155,1.0,19.3,2.24,58.35,37.06,"port:22:0.22, /api/v1/customers:0.21, port:8080:0.19, /api/v1/analytics:0.13, port:443:0.10",Ubuntu 22.04|e0:84:3e:17:bc:cf|TLS1.3,2026-07-15 18:39:10.970723
use_73074891,user,56,1.0,7.58,2.23,32.84,10.18,"/api/v1/config:0.32, file://share/engineering:0.15, file://share/hr:0.15, port:443:0.13, /api/v1/analytics:0.12",macOS 14|2b:73:b0:a6:e8:1c|TLS1.3,2026-07-14 10:30:18.343960
ser_bd7b1634,service_account,42,1.0,15.41,2.74,17.88,32.63,"/api/v1/inventory:0.15, port:22:0.13, device_fn:firmware_update:0.11, port:502:0.09, device_fn:reboot:0.08",Windows 11|85:70:24:44:e1:23|TLS1.3,2026-07-15 16:53:43.647700
use_e2456870,user,28,1.0,10.63,1.47,62.92,29.02,"port:22:0.43, /api/v1/logs:0.21, /api/v1/payments:0.16, port:3389:0.09, /api/v1/auth:0.07",FirmwareOS 3.2|71:52:70:01:98:98|TLS1.3,2026-07-12 09:42:41.857478
use_fbaf9d15,user,134,1.0,9.53,1.6,12.87,8.39,"/api/v1/logs:0.41, file://share/public:0.28, port:502:0.27, file://share/engineering:0.03, /api/v1/billing:0.01",Windows 11|ef:de:d9:b0:ac:88|TLS1.3,2026-07-14 09:27:59.809087
use_740c956e,user,69,1.0,19.86,1.92,77.53,48.21,"/api/v1/logs:0.33, /api/v1/customers:0.27, port:443:0.17, /api/v1/config:0.14, /api/v1/inventory:0.09",FirmwareOS 3.2|b8:dc:66:ee:52:34|TLS1.3,2026-07-15 21:19:54.613822
use_0b1dcab9,user,114,1.0,19.23,1.28,21.51,18.33,"port:8080:0.27, device_fn:write_config:0.26, file://share/exec:0.24, /api/v1/customers:0.17, /api/v1/auth:0.05",Windows 11|87:85:08:82:ef:6f|TLS1.3,2026-07-15 19:52:13.104707
use_2766c99c,user,125,1.0,18.34,1.31,22.27,9.09,"/api/v1/billing:0.34, port:1883:0.24, port:22:0.21, file://share/legal:0.19, /api/v1/logs:0.02",Windows 11|56:8c:ae:26:e5:33|TLS1.3,2026-07-15 16:43:40.174491
use_b22a100b,user,56,1.0,17.86,2.29,22.39,10.29,"/api/v1/billing:0.45, /api/v1/admin:0.22, /api/v1/logs:0.11, /api/v1/analytics:0.09, file://share/hr:0.06",Ubuntu 22.04|d3:77:44:e1:8f:a2|TLS1.3,2026-07-13 19:17:28.437123
use_70c3ff91,user,43,1.0,17.82,1.37,158.21,216.35,"file://share/hr:0.28, port:3389:0.18, file://share/exec:0.16, /api/v1/inventory:0.13, file://share/engineering:0.11",Android 14|5e:1f:42:18:b1:a4|TLS1.3,2026-07-14 19:08:51.078108
edg_4ee5b33d,edge_device,276,1.0,22.31,2.46,284.14,92.35,"/api/v1/admin:0.24, /api/v1/config:0.20, port:22:0.19, device_fn:reboot:0.16, /api/v1/users:0.10",FirmwareOS 3.2|d3:e0:79:06:d7:ad|MQTT,2026-07-15 23:58:48.000000
use_cebcb105,user,50,1.0,16.34,4.84,30.06,39.55,"/api/v1/inventory:0.25, file://share/finance:0.23, file://share/hr:0.14, file://share/legal:0.11, /api/v1/auth:0.08",Ubuntu 22.04|53:6f:ce:d7:63:e5|TLS1.3,2026-07-15 17:33:00.305377
ser_abc6b7a4,service_account,161,1.0,20.03,2.46,12.87,7.52,"port:502:0.38, port:8080:0.22, /api/v1/inventory:0.20, /api/v1/customers:0.12, /api/v1/reports:0.08",FirmwareOS 3.2|c1:41:73:78:ca:59|TLS1.3,2026-07-15 23:18:35.231235
ser_d480d167,service_account,24,1.0,19.01,1.9,161.96,67.69,"/api/v1/payments:0.26, file://share/public:0.21, device_fn:firmware_update:0.15, file://share/legal:0.14, port:8080:0.07",iOS 17|e5:d9:51:f0:5e:de|TLS1.3,2026-07-15 17:03:45.974739
use_04865a66,user,63,1.0,9.65,2.18,52.97,25.67,"port:443:0.33, device_fn:reboot:0.19, /api/v1/admin:0.16, /api/v1/customers:0.16, device_fn:write_config:0.07",Windows 11|8c:1a:c2:fc:8d:2d|TLS1.3,2026-07-15 08:40:01.855493
edg_c3bc3d6a,edge_device,450,1.0,23.3,1.42,21.09,8.76,"/api/v1/customers:0.39, /api/v1/users:0.27, port:3389:0.19, /api/v1/inventory:0.15",Windows 11|2c:6b:7f:d5:94:27|MQTT,2026-07-15 23:58:48.000000
use_7a38822f,user,55,1.0,10.99,1.86,21.01,10.52,"device_fn:read_sensor:0.40, file://share/public:0.23, file://share/engineering:0.17, /api/v1/reports:0.10, file://share/legal:0.10",Windows 11|43:ba:d1:a4:e0:3f|TLS1.3,2026-07-15 13:00:23.196492
use_7061a6b0,user,86,1.0,7.97,2.67,39.72,23.01,"file://share/engineering:0.30, device_fn:reboot:0.23, file://share/finance:0.19, port:502:0.14, file://share/public:0.07",Android 14|89:b3:41:a6:71:f0|TLS1.3,2026-07-15 10:46:43.093062
use_b9ab2720,user,112,1.0,10.79,2.26,149.36,52.54,"/api/v1/logs:0.35, file://share/exec:0.20, /api/v1/customers:0.17, port:8080:0.14, /api/v1/payments:0.09",iOS 17|a9:83:72:8d:ef:40|TLS1.3,2026-07-13 09:30:37.048691
use_4fe2278e,user,81,1.0,9.76,1.45,99.28,26.73,"file://share/public:0.29, /api/v1/users:0.24, port:8080:0.20, port:443:0.19, file://share/finance:0.04",iOS 17|c1:b1:17:7e:e3:b6|TLS1.3,2026-07-15 12:05:03.396906
use_7b1cf944,user,102,1.0,13.33,3.05,29.54,18.41,"device_fn:firmware_update:0.44, file://share/legal:0.27, port:3389:0.21, /api/v1/payments:0.05, /api/v1/auth:0.02",FirmwareOS 3.2|2a:9c:0d:e0:f4:f9|TLS1.3,2026-07-14 15:47:11.896355
use_11c8559e,user,81,1.0,10.62,1.31,45.63,33.04,"file://share/public:0.40, /api/v1/auth:0.14, /api/v1/users:0.10, /api/v1/logs:0.10, port:22:0.08",FirmwareOS 3.2|f2:90:b6:eb:c9:4c|TLS1.3,2026-07-13 10:11:08.121126
ser_a866f5c2,service_account,66,1.0,8.08,1.86,92.81,51.55,"port:443:0.46, /api/v1/customers:0.22, device_fn:firmware_update:0.15, file://share/public:0.05, /api/v1/admin:0.05",Ubuntu 22.04|4e:05:e3:53:ce:32|TLS1.3,2026-07-15 08:41:22.922363
use_e97b847d,user,78,1.0,11.2,0.74,20.7,8.26,"port:502:0.44, file://share/engineering:0.26, port:443:0.11, /api/v1/payments:0.10, file://share/public:0.08",macOS 14|04:d8:ad:12:d7:07|TLS1.3,2026-07-15 11:18:25.426211
use_337ebc72,user,149,1.0,15.71,1.34,31.33,17.68,"file://share/engineering:0.30, /api/v1/orders:0.25, device_fn:read_sensor:0.15, /api/v1/config:0.14, file://share/finance:0.07",FirmwareOS 3.2|81:3e:95:b5:84:4a|TLS1.3,2026-07-15 17:06:39.337359
use_52eb0ffc,user,89,1.0,12.67,1.9,35.41,25.6,"device_fn:firmware_update:0.28, port:8080:0.26, device_fn:write_config:0.16, /api/v1/customers:0.10, /api/v1/billing:0.09",macOS 14|3c:86:e3:c6:7a:fa|TLS1.3,2026-07-15 14:03:33.841780
use_7c473ded,user,24,1.0,14.09,1.13,41.39,23.59,"port:22:0.36, file://share/engineering:0.35, /api/v1/customers:0.17, port:8080:0.09",FirmwareOS 3.2|7b:a1:a1:64:2d:02|TLS1.3,2026-07-15 13:25:36.293261
use_9ed8a8c5,user,117,1.0,15.71,2.3,43.99,17.23,"device_fn:write_config:0.40, /api/v1/orders:0.22, /api/v1/auth:0.18, /api/v1/config:0.07, /api/v1/payments:0.07",Android 14|9e:d3:e4:c5:9c:80|TLS1.3,2026-07-15 15:43:24.032941
ser_6d9a6970,service_account,138,1.0,13.92,1.7,105.3,56.38,"port:3389:0.43, device_fn:firmware_update:0.22, /api/v1/config:0.20, device_fn:read_sensor:0.14, /api/v1/auth:0.00",Android 14|0e:72:27:d0:bc:0d|TLS1.3,2026-07-15 14:30:43.163049
use_59dcf7f5,user,46,1.0,14.46,3.77,16.88,6.84,"/api/v1/billing:0.31, device_fn:firmware_update:0.20, /api/v1/payments:0.12, /api/v1/config:0.10, /api/v1/analytics:0.05",Android 14|b8:ff:c3:74:50:df|TLS1.3,2026-07-14 16:38:23.338344
use_462326f8,user,70,1.0,13.25,3.84,134.08,92.93,"device_fn:firmware_update:0.37, /api/v1/auth:0.22, file://share/finance:0.18, port:8080:0.13, port:22:0.05",macOS 14|30:a4:49:ca:cc:9f|TLS1.3,2026-07-15 12:40:22.427105
use_ac286361,user,76,1.0,15.82,2.0,70.77,28.28,"file://share/engineering:0.38, /api/v1/inventory:0.26, /api/v1/reports:0.19, file://share/finance:0.11, file://share/hr:0.05",macOS 14|ea:da:bf:41:5a:9c|TLS1.3,2026-07-15 12:57:09.250560
use_d03f769f,user,125,1.0,20.39,1.37,23.36,7.83,"port:8080:0.24, /api/v1/billing:0.21, /api/v1/customers:0.14, file://share/legal:0.14, file://share/exec:0.12",iOS 17|03:65:74:9f:56:ec|TLS1.3,2026-07-15 20:45:57.561803
use_3e707f84,user,55,1.0,18.17,1.09,252.67,135.73,"device_fn:read_sensor:0.35, port:3389:0.28, /api/v1/customers:0.22, port:1883:0.09, /api/v1/reports:0.05",Ubuntu 22.04|02:1a:de:c9:26:b9|TLS1.3,2026-07-13 19:04:38.296807
ser_2c85dddf,service_account,91,1.0,18.78,1.86,15.45,9.14,"file://share/hr:0.42, /api/v1/admin:0.31, /api/v1/auth:0.21, port:502:0.06",iOS 17|44:b4:7d:5a:a9:98|TLS1.3,2026-07-15 19:05:54.562931
ser_5ab9573c,service_account,60,1.0,19.87,0.91,83.53,55.04,"port:1883:0.24, device_fn:firmware_update:0.22, /api/v1/logs:0.17, file://share/exec:0.16, /api/v1/customers:0.10",Windows 11|85:ae:4c:41:bc:b8|TLS1.3,2026-07-15 19:47:47.222722
use_b3362063,user,39,1.0,19.44,5.33,15.59,22.06,"device_fn:write_config:0.15, /api/v1/orders:0.13, /api/v1/analytics:0.11, file://share/engineering:0.09, /api/v1/logs:0.09",iOS 17|ec:ca:c8:e0:5f:52|TLS1.3,2026-07-13 23:06:23.255378
ser_15a59448,service_account,44,1.0,9.39,1.43,79.14,34.22,"device_fn:reboot:0.35, /api/v1/admin:0.26, /api/v1/payments:0.25, /api/v1/customers:0.07, /api/v1/orders:0.05",macOS 14|a4:59:2b:6c:9c:c0|TLS1.3,2026-07-14 11:26:40.862001
use_99d533eb,user,87,1.0,7.74,2.29,33.05,28.68,"port:443:0.19, /api/v1/auth:0.16, /api/v1/admin:0.15, port:8080:0.14, /api/v1/orders:0.13",macOS 14|04:ea:34:67:53:67|TLS1.3,2026-07-15 07:38:20.166984
use_7b836ca2,user,39,1.0,9.04,1.39,93.21,64.83,"device_fn:write_config:0.30, /api/v1/config:0.24, device_fn:firmware_update:0.12, /api/v1/customers:0.11, /api/v1/logs:0.11",iOS 17|c5:70:25:58:95:c4|TLS1.3,2026-07-14 08:48:46.445220
use_9ccd01ff,user,46,1.0,12.83,1.62,292.63,116.8,"/api/v1/auth:0.47, file://share/legal:0.26, device_fn:write_config:0.10, file://share/hr:0.06, file://share/finance:0.05",FirmwareOS 3.2|5f:e0:c1:29:7e:5f|TLS1.3,2026-07-14 15:07:37.697389
use_134bb4c6,user,66,1.0,18.78,4.51,194.64,133.85,"/api/v1/billing:0.29, file://share/hr:0.22, /api/v1/auth:0.15, /api/v1/logs:0.13, /api/v1/payments:0.12",Windows 11|36:fa:01:9d:09:ef|TLS1.3,2026-07-15 21:55:54.187503
